n,short_name,cat.x,cat1,cat2,group,govern,year,id,paddd,paddd_type,paddd_type.1,paddd_status,paddd_enacted,paddd_events,trends,hits,area_km2,acc_50k,pop_50k,amp_div,bir_div,mam_div,tot_div,alt,tri,bioma,alt_r,Min_dist,Avg_dist,mean.eng,na_rows.eng,total_days.eng,mean.pt,na_rows.pt,total_days.pt,cat.y,esfera,area_km2_mod,pop_50k_mod,alt_r_mod,acc_50k_mod,tot_div_mod,Min_dist_mod,year_mod
1078,PARES DA CAMPINA DO ENCANTADO,Parque,PAR,PE,PI,estadual,1994,0000.35.0854,0,none,none,none,0,0,0,176,31.23,108,10341.5127239227,77,505,133,715,15.8651162790698,3.28062015503876,Mata Atlantica,32,109.5512762,1202.579368,1,1,1003,2,0,1451,Parque,Estadual,0.02683851978951264,-0.2983392355107859,-0.8434837707067588,0.4201146578692082,0.5398776038422167,0.5836264867287803,0.3767290610507547
278,RESEX DO RIO UNINI,Reserva Extrativista,RESEX,RESEX,US,federal,2006,0000.00.0283,0,none,none,none,0,0,0,174,8496.79,543,710.96157771349,82,490,174,746,54.158386225099,2.98010117513982,Amazonia,81,97.23957361,2646.809832,1,1,1010,1,1,1451,Reserva Extrativista,Federal,1.9650758971669098,-1.6847698363284693,-0.2289022345311097,1.5703755480665331,0.7190013616614286,0.5245227226423499,-0.5500450502999613
58,ESEC DE MURICI,Esta<e7><e3>o Ecol<f3>gica,ESEC,ESEC,PI,federal,2001,0000.00.0059,0,none,none,none,0,0,0,170,61.31,66,79441.3992271423,52,368,123,543,383.856525496975,41.8310285220398,Mata Atlantica,528,15.59974331,1581.245273,1,0,957,2,0,1451,Estação Ecológica,Federal,0.25604212917086866,0.7579456633933379,1.0298658489708317,0.07190612298692553,-0.6211655411290616,-0.3655212783653022,-0.16388917057049632
129,FLONA DE PASSO FUNDO,Floresta,FLO,FLONA,US,federal,1968,0000.00.0130,0,none,none,none,0,0,0,169,13.34,21,19167.7719459534,37,353,94,484,702.618181818182,14.2286363636364,Mata Atlantica,146,171.9283627,1595.195626,0,NA,NA,0,NA,NA,NA,NA,-0.25473390496201925,0.021338184398062798,0.16522524864947039,-0.7249258899334504,-1.106324496766794,0.8075854155292881,2.3847396356439727
1223,REBIO ESTADUAL DO AGUA<cd>,Reserva Biol<f3>gica,REBIO,REBIO,PI,estadual,1983,0000.42.0781,0,none,none,none,0,0,0,169,78.54,132,34194.9315072298,59,405,106,570,844.830211480363,100.842824773414,Mata Atlantica,1211,65.57777405,1529.902374,0,NA,NA,0,NA,NA,NA,NA,0.34092574559452266,0.32122656341710304,1.5896388194948055,0.5625027867938035,-0.41645292002966566,0.3297775234606573,1.2262719964555777
1541,PNM NASCENTES DE PARANAPIACABA,Parque,PAR,PNM,PI,municipal,2003,4780.35.2857,0,none,none,none,0,0,0,169,4.5,29,734945.714935303,107,513,138,758,941.241758241758,40.6923076923077,Mata Atlantica,351,0,1127.65634,0,NA,NA,0,NA,NA,NA,NA,-0.5879238814965645,1.9105951630145412,0.7548152731201552,-0.5030057723098361,0.7863511568497101,-1.7718471866319445,-0.3183515224622823
351,APA COSTA DAS ALGAS,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,federal,2010,0000.00.1912,0,none,none,NA,0,0,0,168,1327.34,62,93725.6046364307,74,451,143,668,3.56043956043956,5.14285714285714,Marinho,26,15.90804602,1169.741191,1,0,966,1,1,1451,Área de Proteção Ambiental,Federal,1.31981214934416,0.8436133043008165,-0.9789780806644156,0.02786060376914491,0.2529411739057114,-0.3563094000863623,-0.8589697540835334
1471,PARES DA FONTE GRANDE,Parque,PAR,PE,PI,municipal,1986,0530.32.2644,0,none,none,none,0,0,0,168,2.17,34,95960.8862464428,83,455,142,680,192.372093023256,51.1220930232558,Mata Atlantica,208,0,1174.453522,2,0,873,6,0,1451,Parque,Municipal,-0.7795050851879415,0.8558243915223975,0.40283180693406384,-0.3927088404309632,0.32807400083599464,-1.7718471866319445,0.9945784686178988
589,PARES CHANDLESS,Parque,PAR,PE,PI,estadual,2004,0000.12.0939,0,none,none,none,0,0,0,166,6957.27,368,1223.39175761491,108,553,189,850,264.866105259961,10.732108008778,Amazonia,187,76.82342703,2698.190678,1,0,1098,2,0,1451,Parque,Estadual,1.895581897300651,-1.4038690968529512,0.33133256478950857,1.2926470214112218,1.269861909472869,0.40790405605841196,-0.39558269840817534
128,FLONA DE PASSA QUATRO,Floresta,FLO,FLONA,US,federal,1968,0000.00.0129,0,none,none,none,0,0,0,165,3.35,23,28284.7703666687,80,504,160,744,1118.19402985075,36.9123134328358,Mata Atlantica,484,49.1530492,1079.030938,1,0,995,3,0,1451,Floresta,Federal,-0.669481571882503,0.22291836334211917,0.9712311606970524,-0.6626680527882194,0.7076713007073131,0.1879671848866539,2.3847396356439727
759,APA DA MARITUBA DO PEIXE,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,1988,0000.27.0921,0,none,none,none,0,0,0,165,185.34,63,23627.3967018127,41,352,121,514,8.62004530011325,2.34014014722537,Mata Atlantica,66,75.57306839,1496.758604,0,NA,NA,0,NA,NA,NA,NA,0.6369160708823407,0.12970731982652864,-0.36531207989353975,0.03912876981074447,-0.8526817734034048,0.3997961067520552,0.8401161167261127
131,FLONA DA RESTINGA DE CABEDELO,Floresta,FLO,FLONA,US,federal,2004,0000.00.0132,0,none,none,none,0,0,0,164,1.15,39,63171.5836353302,27,313,118,458,14.85,7.475,Mata Atlantica,23,0,1764.152102,1,0,821,3,0,1451,Floresta,Federal,-0.9144992916650848,0.6392170958826562,-1.0585060411582279,-0.2971652921799768,-1.3391775942803497,-1.7718471866319445,-0.39558269840817534
1130,APA MARINHA DO LITORAL NORTE,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,2008,0000.35.1721,0,none,none,NA,0,0,0,162,3164.07,5,78986.3418011665,86,506,143,735,59.462577962578,57.2713567839196,Marinho,399,0,1081.842629,0,NA,NA,0,NA,NA,NA,NA,1.6216895809044436,0.7549693842975757,0.841129293323267,-1.6545807377264288,0.6563067361459403,-1.7718471866319445,-0.7045074021917473
188,PARNA SERRA DA MOCIDADE,Parque,PAR,PARNA,PI,federal,1989,0000.00.0189,0,none,none,none,0,0,0,159,3597.47,560,392.350108012557,74,402,177,653,136.180552046019,8.83616429091666,Amazonia,1296,130.3065549,2881.900704,2,0,1451,3,0,1451,Parque,Federal,1.6663094826423475,-1.9921704935889673,1.6354057297699283,1.5923930931306882,0.1571069039845234,0.6697540790775873,0.7628849407802197
258,ESEC DA GUANABARA,Esta<e7><e3>o Ecol<f3>gica,ESEC,ESEC,PI,federal,2006,0000.00.0263,0,none,none,none,0,0,0,159,19.36,25,547025.916543722,98,540,150,788,6.79538904899135,1.48118279569892,Mata Atlantica,10,6.499509731,1130.557113,0,NA,NA,0,NA,NA,NA,NA,-0.1328629270377114,1.7576004566835597,-1.5852747612710165,-0.6053963943981181,0.9501743895011169,-0.7632577138941906,-0.5500450502999613
596,FLOES DO ANTIMARY,Floresta,FLO,FLOES,US,estadual,1997,0000.12.2048,0,none,none,none,0,0,0,159,658.6,77,1772.59761172533,107,527,178,812,194.59338194055,7.31063216088454,Amazonia,102,20.47535999,2601.05407,0,NA,NA,0,NA,NA,NA,NA,1.0764133542970666,-1.2118792118825266,-0.07494840263463583,0.18067581041023217,1.0768088888127958,-0.23661215684065084,0.14503553321307572
842,PARES SERRA NEGRA,Parque,PAR,PE,PI,estadual,1998,0000.31.0393,0,none,none,none,0,0,0,159,139.77,138,8661.66334724426,52,355,144,551,1140.9795992714,43.6989981785064,Mata Atlantica,781,217.0635626,1089.317841,1,1,884,4,0,1451,Parque,Estadual,0.5394088148327586,-0.3901674736252027,1.2937816173358843,0.5940746916771518,-0.5594694059205442,0.9236747436936192,0.0678043572671827
53,ESEC DE GUARAQUE<c7>ABA,Esta<e7><e3>o Ecol<f3>gica,ESEC,ESEC,PI,federal,1982,0000.00.0054,0,none,none,none,0,0,0,157,55.89,56,16541.6564428806,63,502,124,689,4.56536312849162,3.21955719557196,Mata Atlantica,22,66.28369503,1250.877243,1,0,1451,3,0,1451,Estação Ecológica,Federal,0.22440180770785761,-0.054998669035808696,-1.0872426016931782,-0.043750487554173885,0.3835598333772092,0.33505721922284853,1.3035031724014707
1432,PNM CHICO MENDES,Parque,PAR,PNM,PI,municipal,1989,0455.33.1790,0,none,none,NA,0,0,0,156,0.44,88,636401.969436646,89,516,146,751,5.3,3.775,Marinho,8,0,1131.904931,0,NA,NA,0,NA,NA,NA,NA,-1.0538607869362444,1.8360064658084339,-1.7207690712286732,0.2750717822231176,0.7471943294922904,-1.7718471866319445,0.7628849407802197
109,FLONA DE SILV<c2>NIA,Floresta,FLO,FLONA,US,federal,1949,0000.00.0110,0,none,none,none,0,0,0,154,4.86,81,21280.2406167984,56,392,137,585,962.13829787234,12.0172872340426,Cerrado,138,40.41436614,1164.161154,0,NA,NA,0,NA,NA,NA,NA,-0.5658800084646198,0.07550207796409539,0.12744155958246667,0.2164589542636259,-0.30686743161454294,0.09213020631214205,3.8521319786159403
1254,PARES DAS V<c1>RZEAS DO RIO IVINHEMA,Parque,PAR,PE,PI,estadual,1998,0000.50.0420,0,none,none,none,0,0,0,154,742.22,62,10739.7965326309,39,437,118,594,241.180603562882,1.86656640521138,Cerrado,35,134.8151111,1358.556998,1,2,950,3,1,1451,Parque,Estadual,1.117912740036339,-0.2787621287843075,-0.7847330574722046,0.02786060376914491,-0.24245468283510568,0.6866535842017082,0.0678043572671827
682,APA DA BAIXADA MARANHENSE,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,1991,0000.21.1887,0,none,none,none,0,0,0,152,17284.72,0,121796.084014416,35,408,133,576,15.9597649172302,3.37767963799229,Amazonia,180,0,1789.471237,2,0,1103,2,1,391,Área de Proteção Ambiental,Estadual,2.211959511382552,0.9793420108802388,0.30571187160941654,-2.936609285003884,-0.3722771497978781,-1.7718471866319445,0.6084225888884337
952,ESEC ESTADUAL DO PARA<cd>SO,Esta<e7><e3>o Ecol<f3>gica,ESEC,ESEC,PI,estadual,1987,0000.33.0725,0,none,none,none,0,0,0,152,49.01,12,295018.839622736,127,543,158,828,380.186304128902,69.2818479355488,Mata Atlantica,1295,31.05765415,1124.304348,0,NA,NA,0,NA,NA,NA,NA,0.1795861546243301,1.4376972710870137,1.6348849374127787,-1.101352736867223,1.159171743247811,-0.03606451402778091,0.9173472926720058
883,PARES SERRA DA BOA ESPERAN<c7>A,Parque,PAR,PE,PI,estadual,2007,0000.31.1780,0,none,none,none,0,0,0,151,58.78,95,16265.1020874977,58,441,156,655,1136.04875962361,46.3884730538922,Mata Atlantica,600,178.6949289,1056.7979,0,NA,NA,0,NA,NA,NA,NA,0.24163024079648354,-0.06373328786774718,1.1160266856914014,0.32924463214999034,0.1700110673069551,0.8267992933046543,-0.6272762262458543
239,RESEX MAPU<c1>,Reserva Extrativista,RESEX,RESEX,US,federal,2005,0000.00.0244,0,none,none,none,0,0,0,150,937.62,719,4305.71586620808,64,460,154,678,19.4921349595349,2.49942294540066,Amazonia,36,126.3548891,2143.2556,1,1,1086,2,1,1451,Reserva Extrativista,Federal,1.1990693272130106,-0.7522393721799564,-0.7662330712504176,1.7709354599058287,0.31564425597982065,0.6544577692780327,-0.47281387435406835
690,APA DA SERRA DE BATURIT<c9>,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,1990,0000.23.0946,0,none,none,none,0,0,0,150,302.38,50,39156.691950798,31,272,113,416,776.379195220524,39.2726454050255,Caatinga,568,49.91819339,1812.609785,0,NA,NA,0,NA,NA,NA,NA,0.8063832349040949,0.39142393643874557,1.0790830579210131,-0.12333395947064034,-1.7447319843465952,0.19554647176489987,0.6856537648343267
331,RESEX CHAPADA LIMPA,Reserva Extrativista,RESEX,RESEX,US,federal,2007,0000.00.1564,0,none,none,none,0,0,0,149,119.73,214,9222.22412204742,32,290,112,434,106.398131672598,6.09230427046263,Cerrado,81,117.0450404,1803.048838,1,0,1024,1,1,1451,Reserva Extrativista,Federal,0.4860142969220399,-0.35768138435098606,-0.2289022345311097,0.9061561014237752,-1.5661373730625334,0.6164579928566554,-0.6272762262458543
1323,PARES DO ARAGUAIA,Parque,PAR,PE,PI,estadual,2002,0000.52.1744,1,downsize,downsize,Enacted,1,1,0,149,46.63,267,891.080647438765,45,380,134,559,214.76312849162,1.64860335195531,Cerrado,18,368.8029695,1358.147198,1,0,930,2,0,1451,Parque,Estadual,0.16263288352361385,-1.5679215665038966,-1.2162444841521076,1.0638188079251352,-0.4986610157430415,1.1880735041987516,-0.2411203465163893
1068,PARES TUR<cd>STICO DO ALTO DO RIBEIRA,Parque,PAR,PE,PI,estadual,1958,0000.35.0826,0,none,none,none,0,0,0,148,357.76,56,12962.2890310287,77,487,136,700,585.60693877551,47.5887925170068,Mata Atlantica,1057,91.92678896,1197.993931,3,0,1451,22,0,1451,Parque,Estadual,0.8646790218117207,-0.1813220663504277,1.497883855849066,-0.043750487554173885,0.45040121559224805,0.49669184171282527,3.1570513951029033
198,REBIO DE SANTA ISABEL,Reserva Biol<f3>gica,REBIO,REBIO,PI,federal,1988,0000.00.0199,0,none,none,NA,0,0,0,147,41.1,69,52996.3515014648,41,341,119,501,8.2157394843962,3.45699356913183,Marinho,53,24.8241457,1465.790763,1,0,1451,2,0,1241,Reserva Biológica,Federal,0.11972308269588076,0.5482241194060268,-0.5109600737861812,0.10324750203814163,-0.9607298073677606,-0.14430316419223355,0.8401161167261127
11,APA SERRA DA MANTIQUEIRA,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,federal,1985,0000.00.0011,0,none,none,none,0,0,0,146,4312.78,8,151399.692297935,96,528,164,788,1349.55223709281,47.8549706159179,Mata Atlantica,2336,0,1018.292019,1,0,1451,2,0,1451,Área de Proteção Ambiental,Federal,1.729347126937056,1.0920666795227865,2.032977317359994,-1.364464875387183,0.9501743895011169,-1.7718471866319445,1.0718096445637917
733,ESEC DE CAET<c9>S,Esta<e7><e3>o Ecol<f3>gica,ESEC,ESEC,PI,estadual,1987,0000.26.0964,0,none,none,none,0,0,0,146,1.51,11,213611.224834442,32,321,122,475,68.7241379310345,15.7327586206897,Mata Atlantica,56,0,1704.447848,0,NA,NA,0,NA,NA,NA,NA,-0.8606721798355187,1.2704132431292874,-0.47445349358784994,-1.1586243952573239,-1.1854839221328635,-1.7718471866319445,0.9173472926720058
111,FLONA DE TEF<c9>,Floresta,FLO,FLONA,US,federal,1989,0000.00.0112,0,none,none,none,0,0,0,145,8651.16,1705,3178.89853051305,99,518,182,799,84.0978449709829,3.91129372589608,Amazonia,92,408.1872839,2687.606509,2,1,975,1,0,1451,Floresta,Federal,1.971335259057181,-0.9093925270368439,-0.14390697892216336,2.3881773481309674,1.008686604558518,1.2387336088661878,0.7628849407802197
1292,RESEX GUARIBA-ROOSEVELT,Reserva Extrativista,RESEX,RESEX,US,estadual,1996,0000.51.0463,0,none,none,none,0,0,0,145,1376.74,548,519.79572071135,88,518,150,756,127.805340158142,6.95055674395508,Amazonia,164,133.661378,2035.330735,0,NA,NA,0,NA,NA,NA,NA,1.332507738318467,-1.8467618962693848,0.24322038837699997,1.5769219226954623,0.7752004638249836,0.6823830437981883,0.2222667091589687
801,APA LITORAL NORTE,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,1992,0000.29.0323,0,none,none,none,0,0,0,144,1446.86,26,92324.6946091652,45,331,128,504,29.8489432786516,9.53086017685141,Mata Atlantica,112,0,1316.339952,0,NA,NA,0,NA,NA,NA,NA,1.3497676546510347,0.8358109372666238,-0.012384487814767763,-0.5783926705788325,-0.935549334434263,-1.7718471866319445,0.5311914129425407
586,PARES DE CORUMBIARA,Parque,PAR,PE,PI,estadual,1990,0000.11.1495,1,downsize,downsize,Enacted,1,2,0,141,4222.83,202,3024.57737096772,79,515,149,743,165.267741696689,1.9438925011104,Amazonia,130,430.0752578,1955.200002,0,NA,NA,0,NA,NA,NA,NA,1.7220205821073848,-0.9351665910968991,0.08741756235389771,0.8650626802803367,0.7019948590149461,1.264818749751054,0.6856537648343267
717,PARES DA PEDRA DA BOCA,Parque,PAR,PE,PI,estadual,2000,0000.25.0483,0,none,none,none,0,0,0,140,2.58,181,24154.1654853821,30,256,114,400,292.58,43.1725,Caatinga,241,79.78530981,1766.688632,1,1,913,14,0,1451,Parque,Estadual,-0.7372155096166998,0.1411308956430668,0.5018195366933893,0.7869290847582097,-1.9100776776027626,0.42660207605896444,-0.0866579946246033
358,RPPN BURACO DAS ARARAS,Reserva Particular do Patrim<f4>nio Natural,RPPN,RPPN,US,federal,2007,0000.00.2075,0,none,none,none,0,0,0,139,0.29,206,2480.07937300205,45,369,104,518,321.2,4.775,NA,13,160.9195647,1528.408823,1,1,1138,3,0,1451,Reserva Particular do Patrimônio Natural,Federal,-1.092106653885691,-1.0379617546946025,-1.4224403902577534,0.8790243672712423,-0.8199844326983167,0.7746583364913147,-0.6272762262458543
777,APA JOANES - IPITANGA,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,1999,0000.29.0299,0,none,none,none,0,0,0,138,666.37,4,208227.497882366,48,343,128,519,52.8727229899498,10.8325649042267,Mata Atlantica,153,0,1305.52965,0,NA,NA,0,NA,NA,NA,NA,1.0804851235989492,1.2571880790058176,0.1966359008284185,-1.7850343195872909,-0.8118494731034636,-1.7718471866319445,-0.009426818678710303
199,REBIO DE SERRA NEGRA,Reserva Biol<f3>gica,REBIO,REBIO,PI,federal,1982,0000.00.0200,0,none,none,none,0,0,0,137,6.25,306,4600.69042897224,38,280,130,448,940.18487394958,43.4621848739496,Caatinga,237,252.9798935,1534.963573,1,0,1451,4,1,1451,Reserva Biológica,Federal,-0.4918742096618969,-0.7179162875099351,0.4905658218930749,1.161029055638754,-1.4322674859095006,0.9999975862706898,1.3035031724014707
175,PARNA PAU BRASIL,Parque,PAR,PARNA,PI,federal,1999,0000.00.0176,1,downsize,Proposed,Proposed,0,1,0,136,189.34,31,12567.6635136604,77,411,139,627,97.0335135135135,13.1590202702703,Mata Atlantica,128,0,1209.220249,3,0,1451,3,0,1319,Parque,Federal,0.6443005869665827,-0.1973389746307859,0.07702955349635578,-0.45682757265836,-0.014334490469038183,-1.7718471866319445,-0.009426818678710303
1442,PNM DA CIDADE,Parque,PAR,PNM,PI,municipal,2008,0455.33.1802,0,none,none,none,0,0,0,136,0.47,9,654043.281711578,97,520,148,765,197.545454545455,53.6590909090909,Mata Atlantica,136,0,1136.899405,0,NA,NA,0,NA,NA,NA,NA,-1.0466917315079978,1.8501729034378576,0.11765577586775908,-1.2890779771181864,0.8251485066209083,-1.7718471866319445,-0.7045074021917473
1506,APA DE CAMPINAS,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,municipal,2001,0950.35.1570,0,none,none,NA,0,0,0,135,222.94,8,214422.97574234,68,503,147,718,743.929820677441,20.3603885322116,Marinho,514,0,1093.03806,0,NA,NA,0,NA,NA,NA,NA,0.7008227244428082,1.2723783481686592,1.0117557564491237,-1.364464875387183,0.5575477767820917,-1.7718471866319445,-0.16388917057049632
225,RESEX MARACAN<c3>,Reserva Extrativista,RESEX,RESEX,US,federal,2002,0000.00.0227,0,none,none,none,0,0,0,134,308.36,62,18569.8549699783,56,503,159,718,13.5593652592802,4.43097316521177,Amazonia,37,81.89947476,2117.141279,2,0,1047,1,1,1451,Reserva Extrativista,Federal,0.8131699095046949,0.00492009603983559,-0.7482264772738733,0.02786060376914491,0.5575477767820917,0.4395338790145204,-0.2411203465163893
715,PARES MATA DA PIPA,Parque,PAR,PE,PI,estadual,2006,0000.24.1473,0,none,none,NA,0,0,0,134,2.91,164,34305.8648509979,22,284,113,419,42.3272727272727,10.1272727272727,Marinho,62,40.4823261,1810.979097,0,NA,NA,0,NA,NA,NA,NA,-0.7065583681173274,0.32290458348077766,-0.4068764160074726,0.7167649378223879,-1.7144371578095259,0.0929509742430499,-0.5500450502999613
1205,PARES PICO PARAN<c1>,Parque,PAR,PE,PI,estadual,2002,0000.41.0532,0,none,none,none,0,0,0,134,43.31,170,120273.702291727,81,498,129,708,1192.34983127109,79.4700506186727,Mata Atlantica,1420,29.88129567,1264.357492,1,0,944,1,0,1451,Parque,Estadual,0.13751166242878457,0.9728253056331547,1.6970568408771607,0.7423217172541761,0.49835759067081703,-0.05477888108409605,-0.2411203465163893
1317,PARES ALTAMIRO DE MOURA PACHECO,Parque,PAR,PE,PI,estadual,1993,0000.52.0899,0,none,none,none,0,0,0,134,31.39,17,98353.3589763641,53,406,132,591,820.023026315789,18.5131578947368,Cerrado,255,0,1178.808193,1,1,921,3,0,1451,Parque,Estadual,0.02856027815768852,0.8685829849735401,0.539793002668686,-0.8685085329180784,-0.2638167007100646,-1.7718471866319445,0.4539602369966477
1326,PARES DA MATA ATL<c2>NTICA,Parque,PAR,PE,PI,estadual,2006,0000.52.1747,0,none,none,none,0,0,0,134,9.37,78,5208.49597835541,50,400,134,584,598.054644808743,22.1625683060109,Cerrado,194,19.50357932,1137.391517,0,NA,NA,0,NA,NA,NA,NA,-0.36743167120036335,-0.6536412099251805,0.356016518748277,0.18979075858918867,-0.31408538418826265,-0.25979244123072437,-0.5500450502999613
1195,FLOES DO PALMITO,Floresta,FLO,FLOES,US,estadual,1998,0000.41.0521,0,none,none,none,0,0,0,132,5.35,70,20499.7447612286,58,493,115,666,14.4311926605505,3.97706422018349,Mata Atlantica,24,61.49069025,1281.672251,0,NA,NA,0,NA,NA,NA,NA,-0.5379589415964763,0.05614343019183373,-1.03094273418967,0.11339680349557062,0.24028813988913097,0.29806410976855896,0.0678043572671827
1246,PARES DO TAINHAS,Parque,PAR,PE,PI,estadual,1975,0000.43.2005,0,none,none,none,0,0,0,131,66.59,92,8065.73921871185,52,408,95,555,833.0372452565,18.9819922698524,Mata Atlantica,246,41.69918539,1596.302834,1,0,924,5,0,1451,Parque,Estadual,0.28432232432440036,-0.4270939012553624,0.5156279373053415,0.30652800177787465,-0.5289558422801106,0.10742396429081047,1.8441214040227218
626,PARES SUMA<da>MA,Parque,PAR,PE,PI,estadual,2003,0000.13.1010,0,none,none,none,0,0,0,128,0.53,10,25502.2030453682,87,578,176,841,63.3,10.65,Amazonia,38,0,2452.371391,2,0,1089,6,0,1451,Parque,Estadual,-1.0327824019346115,0.16926669289507237,-0.7306876403354818,-1.2208822324025552,1.2249294226020453,-1.7718471866319445,-0.3183515224622823
1140,PARES DO RIO TURVO,Parque,PAR,PE,PI,estadual,2008,0000.35.1969,0,none,none,none,0,0,0,128,765.39,74,15485.2054862976,74,510,130,714,694.467017632881,34.6858588100977,Mata Atlantica,1137,64.62984289,1213.875306,1,1,942,2,0,1282,Parque,Estadual,1.1285864073365441,-0.0891893990123692,1.547101064799247,0.1526128506376519,0.5339710896667952,0.3225990494263238,-0.7045074021917473
49,ESEC DE ARACURI-ESMERALDA,Esta<e7><e3>o Ecol<f3>gica,ESEC,ESEC,PI,federal,1981,0000.00.0050,0,none,none,none,0,0,0,127,2.77,35,5595.93851476908,37,361,98,496,898.64406779661,9.35381355932203,Mata Atlantica,61,133.6201471,1554.050892,1,1,1451,1,1,1451,Estação Ecológica,Federal,-0.7192358562960163,-0.6164745075895117,-0.41767996260818635,-0.37255219044897353,-1.0030335660589262,0.6822297513963537,1.3807343483473637
